comment_raw,comment_preprocessing,label_sentimen
dea adams warnanya harus sama ya? oke makasih ya,dea adams warna ya oke terima kasih ya,netral
"nada zahra Hai kak,  kita lagi ada promo nih dari @focallure_indonesia_ berhubung toko kami baru buka,  semua harga eyeshadow jadi 100k aja nih,  dijamin murah murah dan berkualitas,  dan ordernya bisa lewat shopee juga loh :) klik saja shopee.co.id/gchoirunnisa , cek ig nya yaa",nada zahra hai kak promo hubung toko buka harga eyeshadow k jamin murah murah kualitas order shopee loh klik shopee co id gchoirunnisa cek ig nya ya,positif
Kak boleh minta nomor wa nya gak? Aku mau kaka jadi subjek  aku buat jdi narasumber di skripsi aku kak .. Boleh ga kak?,kak nomor wa nya kaka subjek jdi narasumber skripsi kak kak,netral
kak kylie lipkit dong kak,kak kylie lipkit kak,netral
ngracun deeeehhhh gilaaaak. jadi pengen beliiiii😁,ngracun deh gilak beli,positif
oksidasi ga foundi nya?,oksidasi foundi nya,netral
Foundationnya tahan lama ga kak?,foundationnya tahan kak,netral
hahaha.....racun kalah sianida 😂,tertawa racun kalah sianida,positif
selalu suka sama cara ngomongnya yang excitedddd bikin semangat menjalani hidup 😘😘😘😘,suka ngomongnya excited bikin semangat jalan hidup,positif
I really like how you review products kaak hihi luvsss❤❤❤,i really like how you review products kaak hihi luvs,positif
GAK KUAT KA CANTIK BGT KA TASYA😫jadi pengen beli smw barangnya,kuat kak cantik banget kak tasya beli smw barang,positif
"Tasya farasya racun gilaa😥 jadi pengen beli jugaa, kak tasya tu kalo nge review heboh banget.. berapi2,bikin org jadi semangat dan mau beli. kalo bagus dibilang bagus, kalo gak ya gak.. jadi kalo tasya farasya bilang bagus banget,, awwwww... gua pengen punyaaa🙌🙌",tasya farasya racun gilaa beli jugaa kak tasya tu nge review heboh banget rap bikin orang semangat beli bagus bilang bagus ya tasya farasya bilang bagus banget a gua,positif
kirain aku doang yg ngrasa focallure bgus...emang kudu nangis saking bagusnya tu produk,kirain doang ngrasa focallure bgus kudu nang saking bagus tu produk,positif
Sabar..Sabar.. ini Ujian.. Ujian dari Alloh..Sabbar..,sabar sabar uji uji alloh sabbar,netral
"kak coba ketahanan makeup dr brand focalure nya dong. kebanyakan emg byk produk makeup murah, tp 1 jam kemudian eyshadow luntur dan macam2. bagus emang, pengen lgsg beli. tapi takut kecewa deh sm ketahanan nya",kak coba tahan makeup brand focalure nya banyak emg byk produk makeup murah jam eyshadow luntur bagus lgsg beli takut kecewa deh tahan nya,positif
Thanks banget ka videonya sangat amat bermanfaat😍😘😘😘,terima kasih banget kak video manfaat,netral
ka tinggal nya dimana sih😑,kak tinggal nya mana sih,netral
"kak tasya sumpaaah addicted banget dengar kakak ngomong sukaaaa dengar kakak ngereview dan omg racuun sumpah jd pengen beli, ditunggu vlog kakak selanjutnya😘😘😘",kak tasya sumpah addicted banget dengar kakak ngomong suka dengar kakak ngereview ya ampun racuun sumpah beli tunggu vlog kakak,positif
terus... gue lgsg ngiler...,lgsg ngiler,netral
mirip jefree star kak :D,jefree star kak d,netral
teh tasya saking produknya bagus. ngomongnya nge gas kwk abis ini langsung google ah😘,teh tasya saking produk bagus ngomongnya nge gas kwk abis langsung google ah,positif
BERKAT KA TASYA AKU JADI TAU HARUS BELI EYESHADOW APA❤❤❤❤❤❤❤,berkat kak tasya beli eyeshadow,positif
Racun bgt gila pengen nangisss langsung mau boronggg... hahahha,racun banget gila nang langsung borong hahahha,positif
ya ampun 16 menit berasa kaya 5 menit saking serunya XD,ya ampun menit asa kaya menit saking seru xd,netral
kalau aku keluar rumah trus pake make up gini..tetangga pada pingsan pling ngliatnya...😂😂😂😂..cantik bgt kak tasya..suka..pngn nyoba tp gak pd..,rumah pakai make up tetangga pingsan pling ngliatnya cantik banget kak tasya suka pngn nyoba,positif
tasya cuantike poool...,tasya cuantike pol,netral
"kak, giveaway dongg hihi",kak giveaway dongg hihi,netral
masih nungguin bangett nih Suhay salum X Tasya Farasya!! aamiin ❤,nungguin bangett suhay salum x tasya farasya aamiin,netral
Kak mana yang recomended ? Compact apa highlightnya ?,kak recomended compact highlightnya,netral
"ayolah dirimu collab sama kk suhayy..
#ygarabngumpul 
😬😬😬",ayo diri collab kak suhayy,netral
"asli suka bgt sama cewek2 arab ini....ya suhay ..ya tasya.... ha ha
.. bikin collab kek...",asli suka banget cewek arab ya suhay ya tasya ha ha bikin collab kek,positif
mw pake make up apapaun .. cuantikkkk parah ... hmmm good job 😍😍😍😍😚😚😚,mw pakai make up apapaun cuantik parah hm good job,netral
"Im so in love with these video tp tas kenapa pencahayaannya ga sebagus biasanya ya, somehow terlalu nendang waktu kamu cuma pake foundie but still love with ur make up tas💕",im so in love with these video tas cahaya bagus ya somehow nendang pakai foundie but still love with ur make up tas,positif
mauu matiii liat eyeshadownyaaaa 😍😍😍😍,mauu mati lihat eyeshadownya,netral
oh em jiiih.. kantong bisa jebol inii diracunii k tasyaa 😲😭,oh em jih kantong jebol ini diracunii k tasyaa,positif
Collabs sama Suhay Salim 👊,collabs suhay salim,netral
Selaluuuuuuuu bersemangatttt ka ih seneng😂♥️♥️♥️♥️♥️♥️♥️♥️,semangat kak ih neng,positif
"makasih ya kak tasya,langsung order barusan karna gakuattttt😭😭😭",terima kasih ya kak tasya langsung order barusan gakuat,netral
sumpahhh jatuuhhh cintahh banget samaaa... eyeshadownyaaa!!!😭😭😍,sumpah jatuuh cintahh banget eyeshadownya,positif
kak ini endorse atau gmana kok .. ada sedikit ganjal gtu ada bagian yg di edit contohnya maskara itu dilewatkan,kak endorse gmana ganjal gtu edit contoh maskara lewat,negatif
Suka bgt sama makeup ka tasya❤️ kayak youtuber luar gt cara bikin eyeshadow + muka kk yg mendukung hehe sooo prettyyyyyy 😍,suka banget makeup kak tasya kayak youtuber gt bikin eyeshadow muka kak dukung hehe so pretty,positif
duh makasih ka udah nge-racun lagi. padahal niat gamau belanja dulu 😭😭 dilema,duh terima kasih kak nge racun niat gamau belanja dilema,positif
brand mana sih kak ini?dan aman engga?,brand sih kak aman engga,netral
Suhay salem hehehe,suhay salem tertawa,netral
up,up,netral
Setuju,tuju,netral
SETUJU,tuju,netral
Setuju,tuju,netral
baru mau tanyaa dah ada jawabannya disiniii mau coba belii ah smogaa dapat yg aslii dan cocok dikulit.. thx tasyaa,tanyaa dah jawab coba beli ah smogaa asli cocok kulit terima kasih tasyaa,positif
Up,up,netral
anadhita first dyah sari SUHAY + TASYA = PERFECT 😂💗,anadhita first dyah sari suhay tasya perfect,netral
Uppp!!! Please collab dahh,up please collab dahh,netral
up,up,netral
setuju bangeeett,tuju bangett,netral
anadhita first dyah sari setuju,anadhita first dyah sari tuju,netral
Rechel hehe coba cek lagi lebih jelas dya india atau arab mba☺️☺️,rechel hehe coba cek dya india arab mba,netral
setuju sih tapi mereka b2 beda tipe makeup😂😂😂,tuju sih b beda tipe makeup,netral
up,up,netral
setuju!,tuju,netral
setujuuu,tuju,netral
setuuujuuu,tuju,netral
UP,up,netral
Nezha Hikaru....gw cek di vidio perkenalannya dia orang Arab kok.......lagian wajah2 model seperti tasya di komunitas arab kan banyak.,nezha hikaru cek vidio kenal orang arab wajah model tasya komunitas arab,netral
Nezha Hikaru dia arab famnya alhadad bos q masih saudara ma dia,nezha hikaru arab fam alhadad bos q saudara ma,netral
anadhita first dyah sari collab sama suhay pleaseee!!!,anadhita first dyah sari collab suhay please,netral
"Gak bakal nyambung. Dr teknis make up aja dah beda banget. Suhay lebih ke otodidak make up, tasya lbh ke bold make up.",nyambung teknis make up dah beda banget suhay otodidak make up tasya lbh bold make up,negatif
Meliani Sri Astuti 😅,lian sri astuti,netral
ia perasaan aq mah beda gaya makeup ka tasya sama ka suhay 😅 tapi w sama2 suka dua2nya,asa mah beda gaya makeup kak tasya kak suhay w suka nya,positif
Bener suhe dan tasya. Fav 😍,bener suhe tasya fav,netral
tasya itu keturunan arab.. mamanya fam nya alatas.. papanya kalau ga salah fam nya alhaddad if im not mistaken..,tasya turun arab mama fam nya alatas papa salah fam nya alhaddad if im not mistaken,netral
anadhita first dyah sari bener banget,anadhita first dyah sari bener banget,netral
anadhita first dyah sari ya..kan..bisa kita join barengan...,anadhita first dyah sari ya join bareng,netral
Rechel dia arab mba.. jelas2 juga kmren ibunya datang pas ada acara pangeran2 arab datang. cek lg aja d google.. wkwkwkwk  .orang india kok matanya biru.. aneh mbak e,rechel arab mba kmren ibu pas acara pangeran arab cek lg d google wkwkwkwk orang india mata biru aneh mbak e,netral
"+armi hariastuti dy pake kontak lens.mbak,tasnya keturunan pakistan,cb deh liat vidionya yg ttg siapa dia ada kog vidionya.",armi hariastuti dy pakai kontak lens mbak tas turun pakistan cb deh lihat vidionya ttg kog vidionya,netral
dia bukan arab tapi india mba,arab india mba,netral
 @selalubersama  dih masa? Kwk lo gatau deh kyaya:v dia itu arab ege.. sok tau lo acel.. hahha,dih kwk lo gatau deh kyaya v arab ege sok lo acel hahha,netral
"DAN ITU SEMUA DITOTAL CUMA 1.114.000 , OKEEY BISA DIJADIKAN HANTARAN LAMARAN HAHAHAHAAHAAAA 😂",total okeey jadi hantar lamar hahahahaaha,netral
"GUYYYYS MAKACI UDAH NONTON.. btw yg nanya belinya dimana hahahaha di awal video aku 0:29 sampe 0:40 ada nama instagramnya yaaa, dan di description box juga! luuuv AND focallure AMAN , NO ANIMAL TESTED dan HALAL GUYYYS YEAYYY",guys makaci nonton ngomong-ngomong nanya beli mana hahahaha video nama instagramnya ya description box luv and focallure aman no animal tested halal guys yeay,positif
"racuuuunnn, focallure oke jugaaa",racun focallure oke,netral
gilakan baru melek mata langsung pgn belii..ahh racuunnn,gila melek mata langsung beli ahh racuun,positif
Literally seneng bgt nntnya!! gangerti lg. ++ review ter-honest bgt  + jd tergoda mau beli product focallure 😢💖👌👌 parah2,literally neng banget nntnya gangerti lg review ter honest banget goda beli product focallure parah,positif
yawlahhhh racunnya ga kira-kira 😷😷,yawlah racun,positif
Beli online shop nya dimana?,beli online shop nya mana,positif
Kak kalo buat review jelasin bahan2 dan aman atau tidaknya yah.. Asli racun! wkwk,kak review jelasin bahan aman tidak yah asli racun tertawa,positif
giveaway nya ditunggu Tas...,giveaway nya tunggu tas,netral
"Subscribe.,.like... bagus bgt..beli di mana kaka",subscribe like bagus banget beli kaka,positif
Tasya kalo di total lumayan juga ya buat gw...wkkkk! but so good! Tasya is the best,tasya total lumayan ya wk but so good tasya is the best,netral
racunnn banget eyeshadownyaaaa!! packagingnya jg gak brisik gttt lgsg cus belii!,racun banget eyeshadownya packagingnya brisik gt lgsg cus beli,positif
"knapa yaa kak ??
make up kak tasya itu walaupun barangnya murah kloo kakak yg pakek klihatan mahal😄 klihat waaaooo gituu😁😁😁
apa resepnya😊",knapa ya kak make up kak tasya barang murah kloo kakak pakek klihatan mahal klihat wao gituu resep,negatif
busett kak racun bgt hahaha,busett kak racun banget tertawa,positif
Kaka ini keliatan gak pencitraan bngt yah ceplas ceplos apa adanya jadi kitanya ketawanya ikhlas ngakak juga wkwkwk,kaka liat citra banget yah ceplas ceplos kita ketawa ikhlas tertawa tertawa,netral
kak Tasya penebar racun 😭😭😭😭😭😭,kak tasya tebar racun,positif
kak sya subhanallah selalu deh paling bisa ngeracun 😥 pertama aku udah keracun LA girl sekarang barusan beli LA girl udah keracun lagi sama focallure 😐 #tasyakuran #syahabat,kak sya subhanallah deh ngeracun racun la girl barusan beli la girl racun focallure,positif
ka tasya bikin story time dong kak tentang apapun atau gmna masuk kuliah dll 😇😇😇,kak tasya bikin story time kak apa gmna masuk kuliah dll,netral
"16 menit kerasa cepet bgt kalo ka tasya bikin video, ahh sukaaa 💕💕💕",menit rasa cepet banget kak tasya bikin video ahh suka,positif
"Racun baru 😩😫
Duit abis buat skripsi sm make up tahun ini 😥😥😣",racun duit abis skripsi make up,positif
CUUUUSSS! kalo aku ownernya aku kasi gratis hahahahahaha lol,cus ownernya kasi gratis hahahahahaha lol,netral
"Focallure aman, no animal tested dan halal yaa hihi",focallure aman no animal tested halal ya hihi,netral
"tasya farasya ,, lngsung subscribe gara2 nonton video ini...bikin kepengen beli produknya + nonton lg vidoe2nya,, jd nyesel subscribe😂😂",tasya farasya lngsung subscribe gara nonton video bikin ken beli produk nonton lg vidoe nya nyesel subscribe,positif
" @endahsriningsih4304  halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",halo monica kuliah unmer malang jurus ilmu komunikasi sebentar isi kuisioner perlu skripsi vlog tasya farasya focallure one brand tutorial terima kasih bantu,netral
"abis nnt ini gue langsung share di grup... i was like "" girlsssss brace your self ada produk baru murah and bestttttttttt""",abis nnt langsung share grup i was like girls brace your self produk murah and best,positif
" @SINTA413  halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",halo monica kuliah unmer malang jurus ilmu komunikasi sebentar isi kuisioner perlu skripsi vlog tasya farasya focallure one brand tutorial terima kasih bantu,netral
tasya farasya Hai...focallure brand mana trs udah d jual bebas d toko kosmetik....asli.a aq trtarik,tasya farasya hai focallure brand d jual bebas d toko kosmetik asli a trtarik,netral
"kak tasya racunn bgt,pengen belii semua dahhh :D",kak tasya racunn banget beli dah d,positif
tasya farasya my first i saw ur video and it's a poison for all woman in the world! thanks a-lot 😩 ......jadi pen beli semuamuamuanya staga!!,tasya farasya my first i saw ur video and it s a poison for all woman in the world terima kasih a lot pen beli semuamuamuanya staga,positif
tasya farasya kakk cahayanyaa keterangan.. Aku sampai silau liatnyaa,tasya farasya kakk cahayanyaa terang silau liatnyaa,netral
tasya farasya kak belinya dmn,tasya farasya kak beli dmn,positif
"Hi kak, fyi aja bbrapa produk focallure udh BPOM lho..",hi kak fyi bbrapa produk focallure bpom lho,netral
"tasya farasya pengen di mekup'n tasya,,,,",tasya farasya mekup n tasya,netral
itu udh bpom blm sis???,bpom sis,netral
FOCALURE MURAH SEINSTAGRAM CEK DAN BANDINGIN SENDIRI @focallure_jakarta,focalure murah seinstagram cek bandingin,positif
Selvy Andi Assegaf pake primer dulu say,selvy andi assegaf pakai primer say,netral
" @gabriellei1071  halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",halo monica kuliah unmer malang jurus ilmu komunikasi sebentar isi kuisioner perlu skripsi vlog tasya farasya focallure one brand tutorial terima kasih bantu,netral
tasya farasya  d bdg lom ada,tasya farasya d bdg lom,netral
 @ikahendrick6450  cek d ig @monabeauty_care aja kak,cek d ig kak,netral
"mba ..tapi di aliexpress pengiriman cukup lama ,,,",mba aliexpress kirim,netral
colab dong sama suhay uuuuu,colab suhay u,netral
杰 bedanya apa? Lol. Pasti pake animal testing sih soalnya ini produk cina,beda lol pakai animal testing sih produk cina,netral
tasya farasya cntik bngt,tasya farasya cntik banget,netral
"Say, itu bs tahan brp jam",say bs tahan brp jam,netral
"Kak mau nanya, itu pas dibuka masih ada segelnya? dan penuh atau tidak ya isinya? Soalnya aku beli di ars_fashion masih didalam kotak tapi kotaknya udh gk ada plastiknya dan enteng banget padahal pas aku beli consealernya ada plastiknya gitu dan rapih",kak nanya pas buka segel penuh ya isi beli ars fashion dalam kotak kotak plastik enteng banget pas beli consealernya plastik rapih,positif
