comment_raw,comment_preprocessing,label_sentimen,label,indobert_text
aaah iya bagus bgt. pigmented ya eyeshadow nya. sukaaa.. mau ah 😂😂😂 tasya racun hahaha,ah iya bagus banget pigmented ya eyeshadow nya suka ah tasya racun tertawa,positif,2,aaah iya bagus banget pigmented ya eyeshadow nya sukaaa mau ah tasya racun tertawa
longlast gak syaaa?,longlast sya,netral,1,longlast tidak syaaa
tes ketahanan nya sya...,tes tahan nya sya,netral,1,tes ketahanan nya sya
berhasil parah buat gue pengen beli. siap2 abis duit bulanan ini mah 😭,hasil parah beli abis duit bulan mah,positif,2,berhasil parah buat saya ingin beli siap abis duit bulanan ini mah
Aku pengen nangis waktu kak Tasya pakai lipsticknya. Giiiilaaak. Racun habis ini cari eyeshadownya juga.,nang kak tasya pakai lipsticknya gilak racun habis cari eyeshadownya,positif,2,aku ingin nangis waktu kak tasya pakai lipsticknya giiiilaaak racun habis ini cari eyeshadownya juga
"Produk China , tmn aq jg distributornya",produk china tmn distributor,netral,1,produk china tmn aku juga distributornya
"racun banget kaakk ampunn, apalah daya uang masih dr ortu😭💸",racun banget kaakk ampunn apa daya uang ortu,positif,2,racun banget kaakk ampunn apalah daya uang masih dari ortu
racuuuunn tasya 😄😄😄😄,racunn tasya,netral,1,racuuuunn tasya
Always beautiful and i looove ur personality! tp ini entah lighting nya atau bedaknya yaa jd keliatan cakey dan keterangan.. but omg ur gorgeous😍😍🙌🏼🙌🏼,always beautiful and i love ur personality lighting nya bedak ya liat cakey terang but ya ampun ur gorgeous,netral,1,always beautiful and i looove ur personality tapi ini entah lighting nya atau bedaknya ya jadi keliatan cakey dan keterangan but ya ampun ur gorgeous
Kak Tasya gila bener di video ini keranjingan Focallure. Haha. Itu aman bener murah gitu?,kak tasya gila bener video keranjingan focallure tertawa aman bener murah,positif,2,kak tasya gila bener di video ini keranjingan focallure tertawa itu aman bener murah begitu
huaaaa ini apalagi sihhh AAAA pengen beli semuanya😫,hua sih a beli,positif,2,huaaaa ini apalagi sihhh aaaa ingin beli semuanya
Racun parah 😭,racun parah,positif,2,racun parah
focallure ini produk darimana yah?,focallure produk darimana yah,netral,1,focallure ini produk darimana yah
ku tak sanggup lagi 😱. Pengem beli dompet ga memungkinkan,ku sanggup pengem beli dompet,positif,2,ku tak sanggup lagi pengem beli dompet tidak memungkinkan
"syaaaa bikin tutorial korean look, faux freckles sama hangover look donggg, PENASARAANNN",sya bikin tutorial korean look faux freckles hangover look penasaraan,netral,1,syaaaa bikin tutorial korean look faux freckles sama hangover look donggg penasaraannn
rekomen dong buat pemula wajib punya apa aja,rekomen mula wajib,positif,2,rekomen dong buat pemula wajib punya apa saja
Hahah itu akuu yg yg message kakakkk tp emang bagusss huhu,hahah akuu message kakak bagus huhu,positif,2,hahah itu akuu yang yang message kakakkk tapi memang bagusss huhu
kak coba review setelah pake focallure itu ada bad effect ga? bikin kaya bruntusan atau bahkan jd jerawatan apa engga? thanku before,kak coba review pakai focallure bad effect bikin kaya bruntusan jerawat engga thanku before,netral,1,kak coba review setelah pakai focallure itu ada bad effect tidak bikin kaya bruntusan atau bahkan jadi jerawatan apa engga thanku before
"asli asli hargax murah bgt Tasya....
q liat IG ars_fashion Ampe melongo2 Krn saking murahx...
harus beli bgt nih....
makasi Tasya infox.....",asli asli hargax murah banget tasya q lihat ig ars fashion ampe longo saking murahx beli banget makas tasya infox,positif,2,asli asli hargax murah banget tasya q lihat ig ars fashion ampe melongo karena saking murahx harus beli banget ini makasi tasya infox
sayang banget gw di hongkong mau beli dimana 😢😢😢😢😢😢,sayang banget hongkong beli mana,positif,2,sayang banget saya di hongkong mau beli dimana
"KAK TASYAAAA SUMPAH KOCAK BANGET, LAGI MANIK BANGET POST UJIAN HAHAHAHA",kak tasya sumpah kocak banget manik banget post uji hahahaha,netral,1,kak tasyaaaa sumpah kocak banget lagi manik banget post ujian hahahaha
kak keterangan cahayanya :(,kak terang cahaya,netral,1,kak keterangan cahayanya
racunnnnnnnn 😍😍😍😍😍😍,racun,positif,2,racunnnnnnnn
"kak parah aku jd ikut kegirangan liat video ini😂 parah racun abis jd pgn beli semuanya. kak seneng bgt tiap ada notif dari kakak, luv❤❤",kak parah girang lihat video parah racun abis beli kak neng banget notif kakak luv,positif,2,kak parah aku jadi ikut kegirangan lihat video ini parah racun abis jadi ingin beli semuanya kak seneng banget tiap ada notif dari kakak luv
kak kayaknya foundie ny trlalu putih ya? atau mgkn efek lighting ny?,kak kayak foundie ny trlalu putih ya mgkn efek lighting ny,netral,1,kak kayaknya foundie ny trlalu putih ya atau mgkn efek lighting ny
"selalu suka ekspresinya ka tasya setiap nemu produk affordable tapi bagus. ga pernah meremehkan produk murah. cobain mizzu, justmiss, dll dong ka yg lokaaal 😍",suka ekspresi kak tasya nemu produk affordable bagus remeh produk murah cobain mizzu justmiss dll kak lokal,positif,2,selalu suka ekspresinya kak tasya setiap nemu produk affordable tapi bagus tidak pernah meremehkan produk murah cobain mizzu justmiss dll dong kak yang lokaaal
BELI BELI AYO BELI SEKARANG JUGA !!!,beli beli ayo beli,positif,2,beli beli ayo beli sekarang juga
ngakak banget ka nontonnya sumpaahh 😂 expresi kakak itu loohh 😅😂😂😂,tertawa banget kak nontonnya sumpaahh expresi kakak loohh,netral,1,tertawa banget kak nontonnya sumpaahh expresi kakak itu loohh
"""urgent kalian hrs beli"" 😂😂😂😂 ngakaakk racuuunnnn",urgent hrs beli ngakaakk racun,positif,2,urgent kalian hrs beli ngakaakk racuuunnnn
ngakak parah waktu bilang mau punya pabriknya hahahahha,tertawa parah bilang pabrik hahahahha,netral,1,tertawa parah waktu bilang mau punya pabriknya hahahahha
ko kaya putih banget gt ya ka mukanya? kayanya lighting nya kurang cocok deh jadi kayak terang bgt gt. pake ring lighting coba kaa kaya beauty vlogger lainnn. but luv yyyy,ko kaya putih banget gt ya kak muka kaya lighting nya cocok deh kayak terang banget gt pakai ring lighting coba kak kaya beauty vlogger but luv y,positif,2,ko kaya putih banget gt ya kak mukanya kayanya lighting nya kurang cocok deh jadi kayak terang banget gt pakai ring lighting coba kak kaya beauty vlogger lainnn but luv yyyy
Marni Wati aliexpress say,marni wati aliexpress say,netral,1,marni wati aliexpress say
Sayoto Miu dimna itu say?,sayoto miu dimna say,netral,1,sayoto miu dimna itu say
omg focallure menggebrak dunia perkosmetikan 😆😆😆,ya ampun focallure gebrak dunia kosmetik,netral,1,ya ampun focallure menggebrak dunia perkosmetikan
arrgh racun bgttt jadi pgn lsg beli semua produknya😍😍😂,arrgh racun banget lsg beli produk,positif,2,arrgh racun bgttt jadi ingin lsg beli semua produknya
make up nya apa aja di pake ka tasya pasti keren 😭😭😭 i criiiiiiii ini keren parah 😭😭😭😭,make up nya pakai kak tasya keren i cri keren parah,positif,2,make up nya apa saja di pakai kak tasya pasti keren i criiiiiiii ini keren parah
"packagingnyaaaaaa bagus , guaaaa juga teriak teriakkkk liat video lu ka ekekekekkekeo mantaappp",packagingnya bagus gua teriak teriak lihat video lu kak ekekekekkekeo mantaap,positif,2,packagingnyaaaaaa bagus guaaaa juga teriak teriakkkk lihat video lu kak ekekekekkekeo mantaappp
mabuuuk makeup 💋💋💋😁,mabuk makeup,netral,1,mabuuuk makeup
"Tasya next video kalau mau review one brand skalian test ketahanannya donk, , ,",tasya next video review one brand skalian test tahan donk,netral,1,tasya next video kalau mau review one brand skalian test ketahanannya donk
orang ke dua terheboh dan terfav buat aku selain kak suhay...,orang heboh terfav kak suhay,netral,1,orang ke dua terheboh dan terfav buat aku selain kak suhay
"Nyesel gue liat ini, gue keracunan parah pengen semuanyaaa😭😂",nyesel lihat racun parah,positif,2,nyesel saya lihat ini saya keracunan parah ingin semuanyaaa
aslii eyeshadownyà menggoda iman 😂,asli eyeshadowny goda iman,netral,1,aslii eyeshadowny menggoda iman
"Hahah.. ketawa2 aku nnton videonya kak..Sebegitunya..😅😅
 jadi pengen bli juga..😍😍
oya, btw ntr bikin give away nya syaratnya kagak usah ribet ya kak..😆😆",hahah ketawa nnton video kak begitu bli oya ngomong-ngomong ntr bikin give away nya syarat kagak ribet ya kak,netral,1,hahah ketawa aku nnton videonya kak sebegitunya jadi ingin bli juga oya ngomong-ngomong ntr bikin give away nya syaratnya kagak usah ribet ya kak
"""Aku ga mau bilang ini semua recommended tapi ini semua recommended"" 😂",bilang rekomendasi rekomendasi,positif,2,aku tidak mau bilang ini semua rekomendasi tapi ini semua rekomendasi
kak Tasya kamu hebat bgt makeup aku suka bgt liat kamu enak orangnya gak bosen 😍,kak tasya hebat banget makeup suka banget lihat enak orang bosen,positif,2,kak tasya kamu hebat banget makeup aku suka banget lihat kamu enak orangnya tidak bosen
Racunnnnn...!!! Lol,racun lol,positif,2,racunnnnn lol
RACUN PARAH SIH INI!!,racun parah sih,positif,2,racun parah sih ini
YA ALLAH KAK your expression at 2:07 😂😂😂😂😂👌,ya allah kak your expression at,netral,1,ya allah kak your expression at
you look like dua lipa heuh 😲,you look like lipa heuh,netral,1,you look like dua lipa heuh
Tasya kalau review lipstick apapun deh merk kasih tau dong transfer apa ngga secara anak udah aga besar malu kalau di sun mama nya 😪 kalau transfer di pipinya 😓😓😓,tasya review lipstick apa deh merk kasih transfer anak aga malu sun mama nya transfer pipi,netral,1,tasya kalau review lipstick apapun deh merk kasih tahu dong transfer apa tidak secara anak sudah aga besar malu kalau di sun mama nya kalau transfer di pipinya
"""aku gamau bilang ini semua recommended, tapi ini semua emang recommended"" 😂😂😂👌👌👌",gamau bilang rekomendasi rekomendasi,positif,2,aku gamau bilang ini semua rekomendasi tapi ini semua memang rekomendasi
kak liquid eyelinernya hasilnya matte ga ?,kak liquid eyelinernya hasil matte,netral,1,kak liquid eyelinernya hasilnya matte tidak
"langsung search produknya. demi apa buat eyeshadow, lipstick, mascara, eyeliner, cuma 153ribuan aja:( bermanfaat bgt kak, thx u😘",langsung search produk eyeshadow lipstick mascara eyeliner ribu manfaat banget kak terima kasih u,netral,1,langsung search produknya demi apa buat eyeshadow lipstick mascara eyeliner cuma ribuan saja bermanfaat banget kak terima kasih u
Gak pernah denger brand ini 😊 TFS!,denger brand tfs,netral,1,tidak pernah denger brand ini tfs
Kak bikin focallure part 2 aja 😆,kak bikin focallure part,netral,1,kak bikin focallure part saja
racun racun racun :( pengen bebsss,racun racun racun bebs,positif,2,racun racun racun ingin bebsss
ihhhh ka tasya kren banget banget banget 😍❤❤❤❤,ih kak tasya kren banget banget banget,netral,1,ihhhh kak tasya kren banget banget banget
kak agak keterangan deh kayaknya,kak terang deh kayak,netral,1,kak agak keterangan deh kayaknya
racunnya ampun deh #tasyakuran,racun ampun deh,positif,2,racunnya ampun deh
video racun paling tepat di awal bulan 😭😭😭,video racun,positif,2,video racun paling tepat di awal bulan
"dari tasya live IG bilang kalau ini bagus udah pengen banget mesen semua, tapi akhirnya nunggu sampe video ini up abis kelar nonton langsung pesen XD XD XD",tasya live ig bilang bagus banget mesen nunggu video up abis kelar nonton langsung sen xd xd xd,positif,2,dari tasya live ig bilang kalau ini bagus sudah ingin banget mesen semua tapi akhirnya nunggu sampai video ini up abis kelar nonton langsung pesen xd xd xd
audeh ... pokoknya biasakan like dulu sblm nontn 😘,audeh pokok biasa like sblm nontn,netral,1,audeh pokoknya biasakan like dulu sblm nontn
sempet ragu mau belii tapiii karna kak tasya udah cobainn jadi g raguuuu,sempet ragu beli kak tasya cobainn g ragu,positif,2,sempet ragu mau belii tapiii karena kak tasya sudah cobainn jadi g raguuuu
"duh paling bisa racun nya megap"" gueh skrg wkwkwkkw pengen beli. udh gtau lg mo ngomong apa~ 🙌😌",duh racun nya megap gueh skrg wkwkwkkw beli gtau lg mo ngomong,positif,2,duh paling bisa racun nya megap gueh skrg wkwkwkkw ingin beli sudah gtau lg mo ngomong apa
"kak Tasya, aku udah buktikan beli dan nyoba produk foccalure, sumpahh keren banget bagus nya😅 mantap jiwaaa 😄😄😄😄 😘😘😘😘 murah meriah pulaa,,, uaaaaa pngen tereak ajaa hahahha *maap lebayy 😂. #tapiseriusbagus#foccaluremantap",kak tasya bukti beli nyoba produk foccalure sumpahh keren banget bagus nya mantap jiwa murah riah pulaa ua pngen reak ajaa hahahha maap lebayy,positif,2,kak tasya aku sudah buktikan beli dan nyoba produk foccalure sumpahh keren banget bagus nya mantap jiwaaa murah meriah pulaa uaaaaa pngen tereak ajaa hahahha maap lebayy
kak tasya pake heavy makeup di tengah malam?? apa ga sayang tuh stelah pake langsung hapus? 😂😅😄,kak tasya pakai heavy makeup malam sayang tuh stelah pakai langsung hapus,netral,1,kak tasya pakai heavy makeup di tengah malam apa tidak sayang tuh stelah pakai langsung hapus
"Bisa bgt ngeracunnya,,
Dan OMG, Demi apa itu keren semua, dengan harga Dibawah 100k Gila bgt yh nih Produk,,, 😱 

Aku mau jadi Owner Focalure (999+) 😂😂",banget ngeracunnya ya ampun keren harga bawah k gila banget yh produk owner focalure,positif,2,bisa banget ngeracunnya dan ya ampun demi apa itu keren semua dengan harga dibawah k gila banget yh ini produk aku mau jadi owner focalure
"loose powdernya pas kena flash jadi keliatan masih pake bedak gitu (ngerti ga sih.-.) jadi ga HD gitu powdernya, masih keliatan kalo di flash:( sorryy kakak:(",loose powdernya pas kena flash liat pakai bedak ngerti sih hd powdernya liat flash sorryy kakak,netral,1,loose powdernya pas kena flash jadi keliatan masih pakai bedak begitu ngerti tidak sih jadi tidak hd begitu powdernya masih keliatan kalau di flash sorryy kakak
AAAA LAMGSUNG NYARI2 FOCALLURE😭😭😭,a lamgsung nyari focallure,netral,1,aaaa lamgsung nyari focallure
sungguh terima kasih kak tasya karna sudah ngeracun.. sumpah ini langsung rengek pengen belii 😭😭 #tasyakuran,sungguh terima kasih kak tasya ngeracun sumpah langsung rengek beli,positif,2,sungguh terima kasih kak tasya karena sudah ngeracun sumpah ini langsung rengek ingin belii
ngiler sama produknya 😭,ngiler produk,netral,1,ngiler sama produknya
ya ampun say.. ini mah racunnnnnn.. otw beli.. hoho,ya ampun say mah racun jalan beli hoho,positif,2,ya ampun say ini mah racunnnnnn dalam perjalanan beli hoho
Melody victorian flashback namanya,melody victorian flashback nama,netral,1,melody victorian flashback namanya
"latifah abdullah Hdd eh kaya kenal nih hahahha, coba eyeshadow, alis pomade paaa 😆",latifah abdullah hdd eh kaya kenal hahahha coba eyeshadow alis pomade pa,netral,1,latifah abdullah hdd eh kaya kenal ini hahahha coba eyeshadow alis pomade paaa
Ehhh ada yg nongol.. hihi udah coba ya kak ??,eh nongol hihi coba ya kak,netral,1,ehhh ada yang nongol hihi sudah coba ya kak
"kak , request one brand tutorial yg brand catrice dong kakk",kak request one brand tutorial brand catrice kakk,netral,1,kak request one brand tutorial yang brand catrice dong kakk
"Kak tas... rame bgt yak video kali ini, but luvvv ❤️❤️❤️",kak tas rame banget yak video kali but luv,positif,2,kak tas rame banget yak video kali ini but luvvv
Kenapa bacotmu selalu menyenangkan untuk didengar kaaak? racun parah😭😭,bacot senang dengar kak racun parah,positif,2,kenapa bacotmu selalu menyenangkan untuk didengar kaaak racun parah
kak videonya jangan keterangan gt hehe. jd ga enak ngeliatnya. saran aja hihi,kak video terang gt hehe enak ngeliatnya saran hihi,netral,1,kak videonya jangan keterangan gt hehe jadi tidak enak ngeliatnya saran saja hihi
ok fix kak tasya sama kak suhay adalah  beauty vlogger keturunan arab favorit 😭 keliatan banget dari cara ngomongnya kak tasya orang yg baik.sukses terus ya kak.dan semoga sering2 ngasi kita racun soal makeup makeup 😂💕,ok kak tasya kak suhay beauty vlogger turun arab favorit liat banget ngomongnya kak tasya orang sukses ya kak moga ngasi racun makeup makeup,positif,2,ok pasti kak tasya sama kak suhay adalah beauty vlogger keturunan arab favorit keliatan banget dari cara ngomongnya kak tasya orang yang baik sukses terus ya kak dan semoga sering ngasi kita racun soal makeup makeup
