comment_raw,comment_preprocessing,label_sentimen,label
pigmentasinya sinting abis eyeshadow nya :'),pigmentasi sinting abis eyeshadow nya,netral,1
Aku 2024 kak wkwkwk,kak tertawa,netral,1
ka mau nanya dong.  kalo kulit sawo mateng bagusnya foundationya yg cerah natural apa aga gelap ?,kak nanya kulit sawo mateng bagus foundationya cerah natural aga gelap,positif,2
February 2020?,february,netral,1
"tasya farasya ,, lngsung subscribe gara2 nonton video ini...bikin kepengen beli produknya + nonton lg vidoe2nya,, jd nyesel subscribe😂😂",tasya farasya lngsung subscribe gara nonton video bikin ken beli produk nonton lg vidoe nya nyesel subscribe,positif,2
Aye 😁,aye,netral,1
Pas buka vid ini malem2 kejut gua liat muka lu kayak kunti,pas buka vid malem kejut gua lihat muka lu kayak kunti,netral,1
kyknya dari US karna d situsnya patennya teregistradi di US (Nevada),kyknya us d situs paten teregistradi us nevada,netral,1
"banyak brand makeup tapi gak tahu mana sj brand lokal bs gak dikasih tahu brand2 lokal selain wardah sari ayu PAC viva purbasari, klo focallure itu brand lokal atau luar please infonya makasih..............",brand makeup sj brand lokal bs kasih brand lokal wardah sari ayu pac viva purbasari focallure brand lokal please info terima kasih,netral,1
26 juni 2020 ada yg masih nonton 😁😍,juni nonton,netral,1
" @ceritacipe4666  kalo beli di olshop harus hati hati jangan lupa liatin komentar pembeli nya gimana bagus apa ngga, kalo di lampung aku tau star seller yang bagus namanya sumber ayu dishoppe ada di ig nya juga ada, bahkan toko nya pun jelas tempatnya jadi aman",beli online shop hati hati lupa liatin komentar beli nya gimana bagus lampung star seller bagus nama sumber ayu dishoppe ig nya toko nya tempat aman,positif,2
"Pengin belajar make up.  Tapi gak punya apa2.  :(
Pingin buka jasa make up pengantin",pengin ajar make up pingin buka jasa make up pengantin,netral,1
cover videonya lucu kak ehehhe.. di tunggu nextnya ya! 💕💕,cover video lucu kak ehehhe tunggu nextnya ya,netral,1
siapa yg nonton nya 20April 2019?,nonton nya april,netral,1
Cirii khas...wowwww benar-benar pigmented....😂😂😂😅😅😅👍👍👍👍👍👍👍👍,ciri khas wo pigmented,netral,1
yaampun denger narasinya kak tasya jadi semangat pengen beli 😆,yaampun denger narasi kak tasya semangat beli,positif,2
Pasti gaada yang nonton di 2021,gaada nonton,netral,1
Mau kemana si makeup nya semua bold banget.. Gada yg santuy.. Santuy napaa,mana si makeup nya bold banget gada santuy santuy napaa,netral,1
gak jelas loh awalnya :D,loh d,netral,1
Hit the like button if you searching for English comment,hit the like button if you searching for english comment,netral,1
langsung flow IG n mau beli,langsung flow ig n beli,positif,2
Andai w punya kk kya u mungkin we ga akan pusing beli make up,andai w kak kya u we pusing beli make up,positif,2
wow you looked like a drag queen wtf,wow you looked like a drag queen wtf,netral,1
Waw jadi pingin punya deh,waw pingin deh,netral,1
Pas bgttt lagi cari review folcallure laff❤❤❤,pas banget cari review folcallure laff,netral,1
GAK KUAT KA CANTIK BGT KA TASYA😫jadi pengen beli smw barangnya,kuat kak cantik banget kak tasya beli smw barang,positif,2
Nonton ini krna timbul di beranda 😂😅,nonton krna timbul beranda,netral,1
Pengen punya pabrik nya 😁😂..ya Allah adaaaaa aja ya mba cantik ini.aku suka !!,pabrik nya ya allah ya mba cantik suka,positif,2
Mampir dong ke channel aku Dan jangan lupa subscribe,mampir channel lupa subscribe,netral,1
Kak minta hylyter rainbow nya dong,kak hylyter rainbow nya,netral,1
Y ampuuuunnnn kerennn hrga jg msh masuk buat klangn stndr dn hasilnya kereeeeennnn binggow,y ampun keren hrga msh masuk klangn stndr dn hasil keren binggow,positif,2
juli dong:v,juli v,netral,1
Lucuukkk 😁😁,lucuuk,netral,1
"sori, 2:50 ke atas..hehehe..itu wrn lebih ""manusiawi""",sori tertawa wrn manusiawi,netral,1
"""gimana menurut kalian mascaranya? bagus gak?"" seolah olah udah capek jelasin kalau bagus atau berusaha netral. terus kakak gak tahan ujung ujungnya bilang ""kalau menurut aku sih bagus"" hahahahahahaha saking bagusnya ya kak 😂😂😂",gimana mascaranya bagus olah capek jelasin bagus usaha netral kakak tahan ujung ujung bilang sih bagus hahahahahahaha saking bagus ya kak,positif,2
kak nyari nya di mana tuh..,kak nyari nya tuh,netral,1
"kenapa setiap kaka ngomong menurut gue ada yg lucu ""oke ini tulisannya cina semua gue ga bisa baca""",kaka ngomong lucu oke tulis cina baca,netral,1
meng bgs kok,meng bgs,netral,1
"kak, di menit 9:08 ""eyeshadow yg dibilang bagus sebelum2 ini, lewat semuanya"" , tapi daily ttp pake merk lain yg lebih mahal diatas focallure atau focallure yg dikata bagus banget, tp murah ?",kak menit eyeshadow bilang bagus daily ttp pakai merk mahal atas focallure focallure kata bagus banget murah,negatif,0
buseeeettt putih bngt kaya hantu,buset putih banget kaya hantu,netral,1
kak. eyeshadownya itu jatuh2 gak?,kak eyeshadownya jatuh,netral,1
Kak makeup di bawah 20 ribu dong,kak makeup ribu,netral,1
"“Aku jg gamau banyak ngomong” tapi ngebacot terus, gemes banget liatnya 😂",gamau ngomong ngebacot gemes banget liat,netral,1
Aku baru nonton di tahun 2020,nonton,netral,1
di saya ada kak IG focallure189 atau di web www.fashionratna.com,kak ig focallure web,netral,1
Focallure itu made in china,focallure made in china,netral,1
GILAAA MURAH BGTT!! 😩😭,gila murah banget,positif,2
seru banget ngomong nya heboh ..,seru banget ngomong nya heboh,netral,1
"aaaah parah banget sih kak, suka bgt sm kak tasya. mau dong sekali-kali dimake up in sm kak tasyaaaaa 😞",ah parah banget sih kak suka banget kak tasya kali dimake up in kak tasya,positif,2
KOK JD MIRIP BARBARA PALVIN SIH..?!?,barbara palvin sih,netral,1
ini sumpah ratu racun setelah Suhay Salim..cantik bgt pulaa ..langsung subs dong saya,sumpah ratu racun suhay salim cantik banget pulaa langsung subs,positif,2
"keren ini lah,  suhay sok asik lama2 bosen",keren suhay sok asik bosen,positif,2
Beli dimana focallurenya kak,beli mana focallurenya kak,positif,2
2021 masih nonton🤗,nonton,netral,1
ka suka pake soflens apa?,kak suka pakai soflens,positif,2
Org mana sih,orang sih,netral,1
BELI BELI AYO BELI SEKARANG JUGA !!!,beli beli ayo beli,positif,2
3 September 2020 hadir,september hadir,netral,1
knp kkak begitu bergelora? 😂😂 jdi pengen belii 😂😂,knp kkak gelora jdi beli,positif,2
"Ka cantik benong pingin bngttt di dandanin sama kakak yampun 
# fadilah",kak cantik benong pingin banget dandanin kakak yampun fadilah,positif,2
well kadang kita mau keluar dari zona 'comfort Zone',well kadang zona comfort zone,netral,1
"Selalu nonton,,,  suka bgt,,, cantik bgt kk",nonton suka banget cantik banget kak,positif,2
kak nyari nya di mana tuh,kak nyari nya tuh,netral,1
"Im so in love with these video tp tas kenapa pencahayaannya ga sebagus biasanya ya, somehow terlalu nendang waktu kamu cuma pake foundie but still love with ur make up tas💕",im so in love with these video tas cahaya bagus ya somehow nendang pakai foundie but still love with ur make up tas,positif,2
Demi apa aku niruin bikin eyeshadow kayak gini terus dibilang menor huhuhu 😭😭😭,niruin bikin eyeshadow kayak bilang menor huhuhu,negatif,0
 @asmarhusein1812  santuy bossss,santuy bos,netral,1
2021 wkwk,tertawa,netral,1
Kak itu fondie nya yg keputihan apa lighting nya yg keterangan? Silau bgt soalnya 😅,kak fondie nya putih lighting nya terang silau banget,negatif,0
saya suka bangett semua tutorialnya.. Tasya juga kocak banget.. semua make upnya bagus dan cantik2 kayak Tasya Beautifull.. produknya  beli di mana ya dan caranya gimana.. tq ya.. GBU,suka bangett tutorial tasya kocak banget make upnya bagus cantik kayak tasya beautifull produk beli ya gimana tq ya gbu,positif,2
Mei 2019,mei,netral,1
"Sya blm perna d jwb sm skli dr video sblmnya sampe live ig , focalure lipcremnya lengket ga",sya perna d jwb skli video sblmnya live ig focalure lipcremnya lengket,netral,1
"2021, plis",plis,netral,1
eyeshadownya sama kyanyu bagusan mana syaa?,eyeshadownya kyanyu bagus syaa,positif,2
Bener bangett😁,bener bangett,netral,1
Kak tasya concealer steak nya merk apa yaa??,kak tasya concealer steak nya merk ya,netral,1
Kalau make up jya aja ngelebihin MUA plus pinter dandan nikahan gak usah panggil salon😂,make up jya ngelebihin mua plus pinter dandan nikah panggil salon,netral,1
林秀芬 ya kan judulnya bukan make up buat kuliah,ya judul make up kuliah,netral,1
杰 belom aku coba baru pallet nya aja parah sii,bom coba pallet nya parah sii,netral,1
"Ini review tahun brp ? Jd sejarahnya, abis direview tasya, focallure jd lebih booming trus mrk naekin harga.",review brp sejarah abis direview tasya focallure booming mrk naekin harga,netral,1
selalu suka sama make up make upnya tasya! coba korean make up challenge dong tasyaa! 😆 jadi pake brandnya make up make up korea gitu,suka make up make upnya tasya coba korean make up challenge tasyaa pakai brandnya make up make up korea,positif,2
Januari 2021 😂,januari,netral,1
Maybelline push up drama kalo kak soalnya aku juga beli yang terbaru itu,maybelline push up drama kak beli baru,positif,2
Belinya dimana sih? kepooo+mupengg,beli mana sih kepo mupengg,positif,2
"""Gimana nih"" 😂😂",gimana,netral,1
"Harganya ga beda jauh sm wardah&catrice 😅😅😅
Di shopee harganya  lbh murah dr video  , 
Mungkin karna yg beli artis jd di mahalin sm yg jual",harga beda wardah catrice shopee harga lbh murah video beli artis mahalin jual,negatif,0
anadhita first dyah sari SUHAY + TASYA = PERFECT 😂💗,anadhita first dyah sari suhay tasya perfect,netral,1
i don't understand her language yet i'm here because she's so pretty and charming!,i don t understand her language yet i m here because she s so pretty and charming,netral,1
bagus bgttt eyeshadownya! 😍😭,bagus banget eyeshadownya,positif,2
Suhay salem hehehe,suhay salem tertawa,netral,1
"Santuy, gua baru liat di hari pertama tahun 2020",santuy gua lihat,netral,1
Mmng asli cantik Non Tasya...😘😘😘,mmng asli cantik non tasya,positif,2
Ka coba dong make up jadul😂,kak coba make up jadul,netral,1
"ayolah dirimu collab sama kk suhayy..
#ygarabngumpul 
😬😬😬",ayo diri collab kak suhayy,netral,1
ngracun deeeehhhh gilaaaak. jadi pengen beliiiii😁,ngracun deh gilak beli,positif,2
"abis nnt ini gue langsung share di grup... i was like "" girlsssss brace your self ada produk baru murah and bestttttttttt""",abis nnt langsung share grup i was like girls brace your self produk murah and best,positif,2
Di ars fashion katanya recommended,ars fashion rekomendasi,positif,2
napaass kak napaass,napaass kak napaass,netral,1
longlast gak syaaa?,longlast sya,netral,1
"jdi agak belang sama leher kak,😁😁 but still,
love you haha😍😍",jdi belang leher kak but still love you tertawa,positif,2
Aku malah liatnya di september 2019 🤣🤣,liat september,netral,1
"kak, cobain focalure eyeshadow pallete yg no 1 bright lux dong",kak cobain focalure eyeshadow pallete no bright lux,netral,1
kakak kok cantik bangt . tapi pas kakak gak make up lebih cantik. gimana pun cantik la kakak. sukses terus buat vidio nya kak. terus berkarya ya 😊😊.,kakak cantik bangt pas kakak make up cantik gimana cantik la kakak sukses vidio nya kak karya ya,positif,2
"racuuuunnn, focallure oke jugaaa",racun focallure oke,netral,1
Literally seneng bgt nntnya!! gangerti lg. ++ review ter-honest bgt  + jd tergoda mau beli product focallure 😢💖👌👌 parah2,literally neng banget nntnya gangerti lg review ter honest banget goda beli product focallure parah,positif,2
Dewi Trisnawati yang ori ada dijual dishoppe juga.. aku baru aja beli.. habis 400ribuan lengkap semuanya😂,dewi trisnawati ori jual dishoppe beli habis ribu lengkap,positif,2
Focallure itu brand nya amerika kakk😊,focallure brand nya amerika kakk,netral,1
be nita aku beli di olshop ig @belangibeauty.store olshop langganan aku,be nita beli online shop ig store online shop langgan,positif,2
gak mau banyak ngomong.... drtd?????? hahAaaa bebassss,ngomong drtd tertawa bebas,netral,1
"""Bisa2 semuka cm 500 rb gt deh"" cuma😂",muka cm rb gt deh,netral,1
beli di ali expres jauhhhh lebi murah kak hahahha,beli ali expres lebi murah kak hahahha,positif,2
"Kak, hrus banget nyobain product O.Two.O
Bikin one brand tutorial make up donk..",kak hrus banget nyobain product o two o bikin one brand tutorial make up donk,netral,1
This girl hebohnya juaraaakkkk,this girl heboh juarak,netral,1
Wkwk sebagus itu ye sya. Dan akhernya udh k pabriknye yaaa dirimuh,tertawa bagus ye sya akhernya k pabriknye ya dirimuh,positif,2
Yang baru nonton 2021 😭❤,nonton,netral,1
Apa cuman aku yg nonton di 2017 eh 2018,cuman nonton eh,netral,1
"Jadi mirip si mama... Jreeeng jrenggg 
Cucoooook kak 😬",si mama jreng jreng cucok kak,netral,1
jadi pengen borong semua hasil review 😭,borong hasil review,positif,2
"mau komen, gue jadi keracunan, mau cek ig terus beli, tolongin hamba ya Allah kerancunan ka Tasya😂😂😂😂😂",komen racun cek ig beli tolongin hamba ya allah kerancunan kak tasya,positif,2
"Kk di setiap vidio kk,  kalo menurutku yang ini cantik bett 😍😍😍",kak vidio kak turut cantik bett,positif,2
Aku baru tau skrg...& Aku bli cuma 42rb...super amaziiiinggg...,skrg bli rb super amazing,netral,1
MY FIANCE DOES MY MAKEUP KAAA😆😆😆❤,my fiance does my makeup kak,netral,1
Meh,meh,netral,1
"GUYYYYS MAKACI UDAH NONTON.. btw yg nanya belinya dimana hahahaha di awal video aku 0:29 sampe 0:40 ada nama instagramnya yaaa, dan di description box juga! luuuv AND focallure AMAN , NO ANIMAL TESTED dan HALAL GUYYYS YEAYYY",guys makaci nonton ngomong-ngomong nanya beli mana hahahaha video nama instagramnya ya description box luv and focallure aman no animal tested halal guys yeay,positif,2
ruacuuunnn sukses paraahh 😽😚😘,ruacun sukses paraahh,netral,1
cocok bgt buat ke acara nikahan tu kak...,cocok banget acara nikah tu kak,netral,1
Ada yg liat bln mei thn2019?kgk?,lihat bln mei thn kgk,netral,1
"Saya jual product FOCALLURE say
lebih muraahhh
matte lip cuma 35rb
foundation cuma 50rb
loose powder cuma 45rb

minat bisa contact WA saya 08988881744",jual product focallure say muraah matte lip rb foundation rb loose powder rb minat contact wa,netral,1
Suka bgt liat km se excited itu tasyaa hahaha walau @ku kurang sejago km make up nya tp ak jdi mw coba... Kalo boleh tau km bli make up focallure nya dmn ya?,suka banget lihat km excited tasyaa tertawa jago km make up nya ak jdi mw coba km bli make up focallure nya dmn ya,positif,2
"Kaaaaaak baru nonton hwaaa, gila lgsg kepengen beli bgt parah. Racunnya pollll bgt❣️❣️❣️❣️",kak nonton hwa gila lgsg ken beli banget parah racun pol banget,positif,2
Tasyaaa racuuuuuuuunn   paraaaaahh :kiss,tasya racunn parahh kiss,netral,1
tasya farasya give away ditunggu ka 😍 beli focallure nya dmn ya ka?,tasya farasya give away tunggu kak beli focallure nya dmn ya kak,positif,2
yang nonton bulan ramadhan?👍😂,nonton ramadhan,netral,1
Mei 2019????😂😂😂,mei,netral,1
October 2020 :),october,netral,1
beauty blogger paling semangat pas review produk makeup😍😍😍😍,beauty blogger semangat pas review produk makeup,positif,2
I am not too good at english so can anyone tell me whats wrong with her english 😊,i am not too good at english so can anyone tell me whats wrong with her english,netral,1
Hampir mirip muka ka tasya sama artis kristen steward (bella swan) di twilight saga 😂,muka kak tasya artis kristen steward bella swan twilight saga,netral,1
kak tasyaaa focallure tahan ga ?,kak tasya focallure tahan,netral,1
apa cuma mata gue aja ya yang liat video ini keterangan? tdnya kupikir settingan laptopku yg keterangan layarna ternyata nggak. jd gabisa liat warna asli foundie dan concealernya :(,mata ya lihat video terang tdnya pikir settingan laptop terang layarna gabisa lihat warna asli foundie concealernya,netral,1
"sis, beli produk nya dimana ...aq minat banget.. invite ig aq ya @chefa.liu",sis beli produk nya mana minat banget invite ig ya liu,positif,2
Q jg pke koq produknya.bagus bgt.,q pakai koq produk bagus banget,positif,2
"kaa tasya,focallure foundationnya bagus ga buat oily skin trs tahan seharian ga ya?",kak tasya focallure foundationnya bagus oily skin tahan hari ya,positif,2
kak tasya pake heavy makeup di tengah malam?? apa ga sayang tuh stelah pake langsung hapus? 😂😅😄,kak tasya pakai heavy makeup malam sayang tuh stelah pakai langsung hapus,netral,1
